"Title","URL handle","Description","Vendor","Product category","Type","Tags","Published on online store","Status","SKU","Barcode","Option1 name","Option1 value","Option2 name","Option2 value","Option3 name","Option3 value","Price","Compare-at price","Cost per item","Charge tax","Weight value (grams)","Weight unit for display","Requires shipping","Fulfillment service","Collection","product.metafields.spartan.department","product.metafields.spartan.spec_available_colours","product.metafields.spartan.spec_average_gross_unit_weight_kg","product.metafields.spartan.spec_average_net_unit_weight_kg","product.metafields.spartan.spec_box_dimensions_l_x_w_x_h_m","product.metafields.spartan.spec_brand","product.metafields.spartan.spec_cable_size_in","product.metafields.spartan.spec_capacity","product.metafields.spartan.spec_carton_size","product.metafields.spartan.spec_certification_standard","product.metafields.spartan.spec_colour","product.metafields.spartan.spec_compatibility","product.metafields.spartan.spec_dimensions","product.metafields.spartan.spec_dimensions_in","product.metafields.spartan.spec_end_fitting_type","product.metafields.spartan_erp.material_code","product.metafields.spartan_erp.product_group","product.metafields.spartan.spec_eu_size","product.metafields.spartan.spec_grade","product.metafields.spartan.spec_handle_type","product.metafields.spartan.spec_height","product.metafields.spartan.spec_hole_diameter","product.metafields.spartan.spec_inside_diameter_in","product.metafields.spartan.spec_length","product.metafields.spartan.spec_material","product.metafields.spartan.spec_net_buoyancy","product.metafields.spartan.spec_notes","product.metafields.spartan.spec_outside_diameter_in","product.metafields.spartan.spec_outside_diameter_after_swage_in","product.metafields.spartan.spec_ply","product.metafields.spartan.spec_shank_x_diameter_in","product.metafields.spartan.spec_size","product.metafields.spartan.spec_size_in","product.metafields.spartan.spec_size_length_mm","product.metafields.spartan.spec_size_number","product.metafields.spartan.spec_standard_tap_size_in","product.metafields.spartan.spec_stock_size_in","product.metafields.spartan.spec_strand","product.metafields.spartan.spec_strength","product.metafields.spartan_erp.supplier_type_code","product.metafields.spartan.spec_take_up_length_j_length_in","product.metafields.spartan.spec_temperature_limit_if_applicable","product.metafields.spartan.spec_thread_size","product.metafields.spartan.spec_torque_specification_ft_lb","product.metafields.spartan.spec_volume","product.metafields.spartan.spec_wattage","product.metafields.spartan.spec_width","product.metafields.spartan.spec_working_load_limit","product.metafields.spartan.spec_working_load_limit_lb","product.metafields.spartan.spec_working_load_limit_ton"
"","fierce-frontier-boots","","","","","","","","FPUBSG47-14","","Colour","Green/Black","Size","47","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSG48-15","","Colour","Green/Black","Size","48","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO37-4","","Colour","Orange/Black","Size","37","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO38-5","","Colour","Orange/Black","Size","38","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO39-6","","Colour","Orange/Black","Size","39","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO40-7","","Colour","Orange/Black","Size","40","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO41-8","","Colour","Orange/Black","Size","41","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO42-9","","Colour","Orange/Black","Size","42","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO43-10","","Colour","Orange/Black","Size","43","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO44-11","","Colour","Orange/Black","Size","44","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO45-12","","Colour","Orange/Black","Size","45","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO46-13","","Colour","Orange/Black","Size","46","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO47-14","","Colour","Orange/Black","Size","47","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-frontier-boots","","","","","","","","FPUBSO48-15","","Colour","Orange/Black","Size","48","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fierce Thermo Boots","fierce-thermo-boots","<table><tbody><tr><th>Material</th><td>Polyurethane</td></tr></tbody></table>","CMF AYAKKABICILIK SAN LTD","","Boots","Spartan import, department:workwear-footwear, category:boots, Boots, CMF AYAKKABICILIK SAN LTD","false","draft","FTPUBG39-6","","Colour","Green/Black","Size","39","","","","","","true","","","true","manual","Boots","Workwear & Footwear","","","","","","","","","","","","","","","","","","","","","","","","Polyurethane","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBG40-7","","Colour","Green/Black","Size","40","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBG41-8","","Colour","Green/Black","Size","41","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBG42-9","","Colour","Green/Black","Size","42","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBG43-10","","Colour","Green/Black","Size","43","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBG44-11","","Colour","Green/Black","Size","44","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBG45-12","","Colour","Green/Black","Size","45","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBG46-13","","Colour","Green/Black","Size","46","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBO39-6","","Colour","Orange/Black","Size","39","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBO40-7","","Colour","Orange/Black","Size","40","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBO41-8","","Colour","Orange/Black","Size","41","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBO42-9","","Colour","Orange/Black","Size","42","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBO43-10","","Colour","Orange/Black","Size","43","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBO44-11","","Colour","Orange/Black","Size","44","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBO45-12","","Colour","Orange/Black","Size","45","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fierce-thermo-boots","","","","","","","","FTPUBO46-13","","Colour","Orange/Black","Size","46","","","","","","true","","","true","manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FISH BOX PLASTIC LID","fish-box-plastic-lid-16030017l","","BWAY CORPORATION CANADA","","Fish Boxes","Spartan import, department:fishing-trap-gear, category:fish-boxes, Fish Boxes, BWAY CORPORATION CANADA","false","draft","16030017L","","Title","Default Title","","","","","","","","true","","","true","manual","Fish Boxes","Fishing & Trap Gear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FISH BOX PLASTIC NO HOLES","fish-box-plastic-no-holes-16030017","<table><tbody><tr><th>Size</th><td>70 L</td></tr></tbody></table>","BWAY CORPORATION CANADA","","Fish Boxes","Spartan import, department:fishing-trap-gear, category:fish-boxes, Fish Boxes, BWAY CORPORATION CANADA","false","draft","16030017","","Title","Default Title","","","","","","","","true","","","true","manual","Fish Boxes","Fishing & Trap Gear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70 L","","","","","","","","","","","","","","","","","",""
"FLOAT 6""X11"" T5 LOBSTER FISHING ORANGE","float-6-x11-t5-lobster-fishing-orange-gd-6x11-t5-on","<table><tbody><tr><th>Colour</th><td>Orange</td></tr><tr><th>Height</th><td>11&quot;</td></tr><tr><th>Width</th><td>6&quot;</td></tr><tr><th>Hole Diameter</th><td>0.75&quot;</td></tr><tr><th>Net Buoyancy</th><td>11 Ibs</td></tr></tbody></table>","GO DEEP INTERNATIONAL INC","","Buoys","Spartan import, department:safety-buoys-survival, category:buoys, Buoys, GO DEEP INTERNATIONAL INC","false","draft","GD-6X11-T5-ON","","Title","Default Title","","","","","","","","true","","","true","manual","Buoys","Safety, Buoys & Survival","","","","","","","","","","Orange","","","","","","","","","","11""","0.75""","","","","11 Ibs","","","","","","","","","","","","","","","","","","","","","6""","","",""
"FLOAT 6X11 T5 LOBSTER FISHING GREEN","float-6x11-t5-lobster-fishing-green-gd-6x11-t5-gn","<table><tbody><tr><th>Colour</th><td>Green</td></tr><tr><th>Height</th><td>11&quot;</td></tr><tr><th>Width</th><td>6&quot;</td></tr><tr><th>Hole Diameter</th><td>0.75&quot;</td></tr><tr><th>Net Buoyancy</th><td>11 Ibs</td></tr></tbody></table>","GO DEEP INTERNATIONAL INC","","Buoys","Spartan import, department:safety-buoys-survival, category:buoys, Buoys, GO DEEP INTERNATIONAL INC","false","draft","GD-6X11-T5-GN","","Title","Default Title","","","","","","","","true","","","true","manual","Buoys","Safety, Buoys & Survival","","","","","","","","","","Green","","","","","","","","","","11""","0.75""","","","","11 Ibs","","","","","","","","","","","","","","","","","","","","","6""","","",""
"FLOAT 6X11 T5 LOBSTER FISHING PINK","float-6x11-t5-lobster-fishing-pink-gd-6x11-t5-pk","<table><tbody><tr><th>Colour</th><td>Pink</td></tr><tr><th>Height</th><td>11&quot;</td></tr><tr><th>Width</th><td>6&quot;</td></tr><tr><th>Hole Diameter</th><td>0.75&quot;</td></tr><tr><th>Net Buoyancy</th><td>11 Ibs</td></tr></tbody></table>","GO DEEP INTERNATIONAL INC","","Buoys","Spartan import, department:safety-buoys-survival, category:buoys, Buoys, GO DEEP INTERNATIONAL INC","false","draft","GD-6X11-T5-PK","","Title","Default Title","","","","","","","","true","","","true","manual","Buoys","Safety, Buoys & Survival","","","","","","","","","","Pink","","","","","","","","","","11""","0.75""","","","","11 Ibs","","","","","","","","","","","","","","","","","","","","","6""","","",""
"FLOAT 6X11 T5 LOBSTER FISHING RED","float-6x11-t5-lobster-fishing-red-gd-6x11-t5-rd","<table><tbody><tr><th>Colour</th><td>Red</td></tr><tr><th>Height</th><td>11&quot;</td></tr><tr><th>Width</th><td>6&quot;</td></tr><tr><th>Hole Diameter</th><td>0.75&quot;</td></tr><tr><th>Net Buoyancy</th><td>11 Ibs</td></tr></tbody></table>","GO DEEP INTERNATIONAL INC","","Buoys","Spartan import, department:safety-buoys-survival, category:buoys, Buoys, GO DEEP INTERNATIONAL INC","false","draft","GD-6X11-T5-RD","","Title","Default Title","","","","","","","","true","","","true","manual","Buoys","Safety, Buoys & Survival","","","","","","","","","","Red","","","","","","","","","","11""","0.75""","","","","11 Ibs","","","","","","","","","","","","","","","","","","","","","6""","","",""
